ObjectID,GlobalID,Initials,CollDate,FieldCrew,SiteName,County,Comment_OpenText,WindSpeed,CloudCover,HabitatType,eDNA_Smpl,RandomNum_ID,Number of ticks found,SampleID,eDNA_SmplID,Coord_X,Coord_Y,RecCheck
1,6622b5e3-7f68-4c8e-9f87-a0cee224fd26,JT,6/1/2021,"Lee,Tinoco,Kopsco,Uruchima", ,Jefferson,Its on & on drizzling ,Calm
2,aeae89b0-f6ba-45d5-9222-abd140dc100c,JT,6/1/2021,"Lee,Uruchima,Tinoco,Kopsco", ,Jefferson,It was a slight drizzle,Calm
3,640bdc50-0d9d-487c-9a67-6c9bc9fe216d,JT,6/1/2021,"Lee,Tinoco,Kopsco,Uruchima", ,Jefferson,Pretty wet out. Mud. ,Calm
4,45fb6f01-ed48-4e61-ae7b-bfcd09354b2a,HK,6/1/2021,"Kopsco,Tinoco,Lee,Uruchima", ,Williamson,EDNA collected only due to rain ,Calm
5,1c003d8d-40c6-4530-8d15-e4b5abfb4cd2,JT,6/2/2021,"Tinoco,Uruchima", ,Williamson,Very muddy. ,Calm
6,51d06839-5189-46f9-9a51-dc6221ccff20,JT,6/2/2021,"Kopsco,Uruchima,Tinoco,Lee", ,Williamson,Very wet. Some areas were flooded/swamp-like,Calm
7,2094141f-edb1-4408-8e59-de639c9f9b33,JT,6/2/2021,"Kopsco,Uruchima,Tinoco,Lee", ,Pope,"1 Lone Star 
2 American Dog Tick",Calm
8,f43f98f1-36ad-4465-b330-246811038f6c,HK,6/2/2021,"Kopsco,Tinoco,Lee,Uruchima", ,Pope,,Light Breeze
9,a06f5948-25c4-4aec-b301-fb04aa93cb5f,JT,6/2/2021,"Kopsco,Uruchima,Tinoco,Lee", ,Williamson,"4 lonestar (f)
6 lonestar (m)
1 american dog tick (m)",Calm
10,f6358073-a936-4e8e-b922-f356750be226,JT,6/2/2021,"Kopsco,Tinoco,Uruchima,Lee", ,Williamson,All 10 ticks were nymphs. ,Calm
11,9a31e18e-6c2c-4b5e-a112-1d60d3d39526,JT,6/3/2021,"Kopsco,Uruchima,Tinoco,Lee", ,Jackson,Did not drag. Everything flooded/raining ,Calm
12,c8d90c95-32ef-43b4-b8f0-e65bb4d20f35,HK,6/3/2021,"Kopsco,Tinoco,Lee,Uruchima", ,Perry,,Light Breeze
13,c22316dc-ac91-49ff-9faa-f8656e9ccdfa,CC,6/3/2021,"Lee,Uruchima,Tinoco,Kopsco", ,Perry,,
14,50289ebf-475f-4861-8a33-21e65883e4a3,CC,6/8/2021,"Lee,Uruchima", ,Champaign,,Light Breeze
15,aae96fcf-fca1-43f3-9299-d1c710c676b5,CC,6/8/2021,"Lee,Uruchima", ,Champaign,,Light Breeze
16,8946e2c0-4fee-4ff1-a72d-152cf2ae0025,CC,6/8/2021,"Lee,Uruchima", ,Champaign,,Light Air
17,dadd5436-18f2-4eea-9241-6d137b56a0ec,HK,6/8/2021,"Xu,Kopsco,Doran", ,Ford,Add new transect end flag.,Light Breeze
18,6c01fb2d-0a0a-4ba0-b2a4-3df5efd0a13b,CC,6/8/2021,"Lee,Uruchima", ,Champaign,,Light Breeze
19,564b89d2-f863-4fb1-a284-f67d8b4a551a,HK,6/8/2021,"Kopsco,Doran,Xu", ,Ford,Another flag for transect end,Light Breeze
20,fe7e3c47-0587-4015-beb4-cea4afaba2c5,CC,6/8/2021,"Lee,Uruchima", ,Champaign,,Light Air
21,7a8c0d79-ee6d-491a-87c7-e91c4aebe444,CC,6/8/2021,"Lee,Uruchima", ,Champaign,,Calm
22,b31ccdad-19d6-4521-9e23-b064b76dd27e,CH,6/8/2021,"Xu,Kopsco,Doran", ,Ford,,Light Air
23,2d89ceb8-5e13-452e-aaff-a9aef5a833f8,EN,6/21/2021,"Tinoco,Lee,Uruchima", ,Champaign,,Light Air
24,15117003-a609-4272-9a8d-038644fff969,CC,6/21/2021,"Lee,Uruchima,Tinoco", ,Champaign,,Gentle B
25,74aee996-52b8-4d7a-be65-ac02021ccf33,CH,6/21/2021,"Kopsco,Xu,Doran", ,Ford,,Fresh Breeze
26,6701b285-a366-4222-9e51-5de4ac37b836,CH,6/21/2021,"Doran,Kopsco,Xu", ,Ford,,Fresh Breeze
27,5ed1c940-1d0d-4aeb-a9a5-6b64eb419e64,CC,6/21/2021,"Uruchima,Tinoco,Lee", ,Champaign,,Gentle B
28,8755af58-f459-4617-b995-7863113ed3d6,CH,6/21/2021,"Doran,Xu,Kopsco", ,Ford,Grassland 2,Fresh Breeze
29,dcd4cc0b-35a5-4037-8f6c-e705744275f5,EN,6/21/2021,"Tinoco,Lee,Uruchima", ,Champaign,,Light Air
30,3c5c6be2-1dec-4884-8359-10340cb51e57,JT,6/21/2021,"Uruchima,Tinoco,Lee", ,Champaign,,Light Breeze
31,05b9c028-9cdd-4d30-9b5d-c9a1710f8a09,CH,6/21/2021,"Kopsco,Xu,Doran", ,Champaign,,Gentle B
32,013a08b3-bc00-4e17-899f-12355ab3aa6e,HK,6/21/2021,"Kopsco,Lee,Doran", ,Champaign,,Light Breeze
33,e0a071f2-e456-4e54-9630-ea7ee6f676d7,CH,6/21/2021,"Xu,Kopsco,Doran", ,Champaign,"
",Gentle B
34,226e907c-aa3d-44f4-8779-7032cd9ab335,CC,6/28/2021,"Lee,Tinoco,Doran", ,Williamson,,Light Air
35,54be8f5b-849b-4f5a-9f7f-1cedca6a44b0,JT,6/28/2021,"Lee,Doran,Tinoco", ,Williamson,,Light Air
36,d592c1a0-3c9e-4246-965e-6eecabfb61ab,DO,6/28/2021,"Doran,Tinoco,Lee", ,Williamson,,Light Air
37,87a40dbc-bc25-4e7e-a46a-4a25ed415998,HK,6/28/2021,"Chakraborty,Kopsco", ,Pope,,Light Air
38,9a4c6077-0f83-4854-96b1-0508bcd99cf9,HK,6/28/2021,"Chakraborty,Kopsco", ,Pope,Frye Eddyville,Light Breeze
39,753bb10c-fd9d-4d5d-a6cd-5b1390984b10,HK,6/28/2021,"Chakraborty,Kopsco", ,Pope,,Light Air
40,c7acfa9f-e9b7-4553-9119-9b0d2496cb6a,CC,6/28/2021,"Lee,Tinoco,Doran", ,Hamilton,,Calm
41,72898073-fae7-4032-86ca-438238ada27f,CC,6/28/2021,"Lee,Tinoco,Doran", ,Jefferson,,Calm
42,fa40e54c-3dad-4f2c-9e79-ef7df7e9cf81,CC,6/28/2021,"Lee,Tinoco,Doran", ,Jefferson,,Calm
43,b307d4d4-97a0-45f7-86d1-43f3ade0359e,JT,6/29/2021,"Lee,Tinoco,Doran", ,Hamilton,A shitton of ticks (mainly nymphs),Calm
44,5029319a-4eed-4ca3-816b-8ec2d249f4ee,JT,6/29/2021,"Lee,Tinoco,Doran", ,Hamilton,A shitton of ticks,Calm
45,8eacdab0-3888-4d7f-bd77-dea9852a66bc,JT,6/29/2021,"Lee,Tinoco,Doran", ,Perry,,Light Breeze
46,496e9f49-5874-4ca5-8e43-def596628059,JT,6/29/2021,"Lee,Tinoco,Doran", ,Perry,,Light Air
47,80559d22-ca5a-458b-9df1-f0ee2b9fa9f6,HK,6/29/2021,"Chakraborty,Kopsco", ,Pope,,Light Air
48,2a2875fd-7248-4327-b58e-63b00e008874,HK,6/29/2021,"Chakraborty,Kopsco", ,Jefferson,Orange checkered tape for transect start/end.,Light Air
49,3162e160-b66b-4610-9738-0656325e3208,JT,6/29/2021,"Lee,Tinoco,Doran", ,Jackson,,Light Air
50,6f59cc13-2593-4c89-81dd-170712a84320,HK,6/29/2021,"Chakraborty,Kopsco", ,Jefferson,,Light Air
51,94293c6d-e5d5-4d1e-8033-baf40425f7d8,HK,6/29/2021,"Chakraborty,Kopsco", ,Jefferson,,Light Air
52,97a6e015-5fae-4ca4-b3ed-37118a61aa31,CC,7/2/2021,"Lee,Tinoco,Doran", ,Perry,,Calm
53,34f8fe08-4902-4e57-8306-5959db3a4f27,CC,7/2/2021,"Doran,Lee,Tinoco", ,Jackson,,Calm
54,7c77379b-454b-46b8-a4a2-4b158a4e29b5,CC,7/2/2021,"Lee,Doran,Tinoco", ,Jackson,,Calm
55,1830e5d6-20ed-4f7a-b6a7-51990062af1b,CC,7/2/2021,"Lee,Doran,Tinoco", ,Williamson,Too many,Calm
56,95ca27fe-e6ab-4a6c-bd53-37f09ecd0f8f,CC,7/2/2021,"Doran,Lee,Tinoco", ,Williamson,,Calm
57,ea27882a-3118-4ac5-8abf-b1fbb2d98379,CC,7/2/2021,"Lee,Doran,Tinoco", ,Williamson,,Calm
58,eafd5dc6-ed60-4f18-9d9f-8bd139d50227,JT,7/6/2021,"Doran,Tinoco", ,Champaign,,Light Breeze
59,86ba1311-5794-4743-ba06-ed0fc75edcb3,JT,7/6/2021,"Doran,Tinoco", ,Champaign,,Light Breeze
60,538f0d53-bd32-4e55-a55f-98cb51baf4cd,JT,7/6/2021,"Doran,Tinoco", ,Champaign,,Light Air
